obs_no;no,;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
5689;34;Fu Yue-jun_2016_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,7;7,2;29,1;;;15,7;60,0;75,0;NUEagr;%;44,9;;;;;;;;3,0;;;;;;150,0;;114,49;35,53;222,00;0,74;8,30;7,65;28,78;48,82;22,42;3041,67;14,74;48,81;15,30
5690;34;Fu Yue-jun_2016_Effects_Chinese;Database of Luncheng;;114,49;35,53;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,7;7,2;29,1;;;15,7;60,0;75,0;NUEagr;%;44,9;;;;;;;;3,0;;;;;;150,0;;114,49;35,53;222,00;0,74;8,30;7,65;28,78;48,82;22,42;3041,67;14,74;48,81;15,30
5691;34;Fu Yue-jun_2016_Effects_Chinese;Database of Luncheng;;114,49;35,53;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,7;7,2;29,1;;;15,7;60,0;75,0;NUEagr;%;44,9;;;;;;;;3,0;;;;;;150,0;;114,49;35,53;222,00;0,74;8,30;7,65;28,78;48,82;22,42;3041,67;14,74;48,81;15,30
5692;34;Gao Ming_2012_Effect_Chinese;Database of Luncheng;;114,49;35,53;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;7,1;25,1;;;12,0;75,0;45,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;150,0;;114,49;35,53;222,00;0,74;8,30;7,65;28,78;48,82;22,42;3041,67;14,74;48,81;15,30
5693;34;Gao Ming_2012_Effect_Chinese;Database of Luncheng;;114,49;35,53;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;7,1;25,1;;;12,0;75,0;45,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;150,0;;110,45;19,97;145,83;1,38;6,15;17,00;38,05;30,23;31,77;3123,85;24,30;158,06;34,00
5694;34;Gao Ming_2012_Effect_Chinese;Database of Luncheng;;114,49;35,53;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;7,1;25,1;;;12,0;75,0;45,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;150,0;;110,45;19,97;145,83;1,38;6,15;17,00;38,05;30,23;31,77;3123,85;24,30;158,06;34,00
5695;34;Gao Ming_2012_Effect_Chinese;Database of Luncheng;;114,49;35,53;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;7,1;25,1;;;12,0;75,0;45,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;150,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5696;34;Gao Yu-ru_2005_Efficiency_Chinese;Database of Luncheng;;110,45;19,97;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;5,6;32,4;;;12,6;60,0;120,0;NUEagr;%;45,3;;;;;;;;4,0;;;;;;100,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5697;34;Gao Yu-ru_2005_Efficiency_Chinese;Database of Luncheng;;110,45;19,97;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;5,6;32,4;;;12,6;60,0;120,0;NUEagr;%;19,9;;;;;;;;4,0;;;;;;200,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5698;34;Gao Yu-ru_2005_Efficiency_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;5,6;32,4;;;12,6;60,0;120,0;NUEagr;%;19,9;;;;;;;;4,0;;;;;;100,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5699;34;Gao Yu-ru_2005_Efficiency_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,9;5,6;32,4;;;12,6;60,0;120,0;NUEagr;%;37,8;;;;;;;;4,0;;;;;;100,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5700;34;Guo Chen_2014_Effects_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;45,0;60,0;NUEagr;%;22,6;;;;;;;;3,0;;;;;;165,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5701;34;Guo Chen_2014_Effects_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;45,0;60,0;NUEagr;%;20,0;;;;;;;;3,0;;;;;;165,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5702;34;Hao Bao-zhen_2011_Effect_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8,3;21,5;;;5,9;138,0;112,5;NUEagr;%;34,9;;;;;;;;3,0;;;;;;120,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5703;34;Hao Bao-zhen_2011_Effect_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8,3;21,5;;;5,9;138,0;112,5;NUEagr;%;34,9;;;;;;;;3,0;;;;;;180,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5704;34;Hao Bao-zhen_2011_Effect_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8,3;21,5;;;5,9;138,0;112,5;NUEagr;%;34,9;;;;;;;;3,0;;;;;;240,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5705;34;Hao Bao-zhen_2011_Effect_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8,3;21,5;;;5,9;138,0;112,5;NUEagr;%;28,2;;;;;;;;3,0;;;;;;120,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5706;34;Hao Bao-zhen_2011_Effect_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8,3;21,5;;;5,9;138,0;112,5;NUEagr;%;28,2;;;;;;;;3,0;;;;;;210,0;;119,78;31,43;137,50;1,62;6,93;13,90;14,10;45,50;40,33;2570,98;16,00;103,83;27,80
5707;34;Hao Bao-zhen_2011_Effect_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8,3;21,5;;;5,9;138,0;112,5;NUEagr;%;28,2;;;;;;;;3,0;;;;;;270,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5708;34;Hu Chunhua_2011_Influence_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,1;5,8;30,8;;;11,1;75,0;150,0;NUEagr;%;18,4;;;;;;;;3,0;;;;;;150,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5709;34;Hu Chunhua_2011_Influence_Chinese;Database of Luncheng;;119,78;31,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,1;5,8;30,8;;;11,1;75,0;150,0;NUEagr;%;18,4;;;;;;;;3,0;;;;;;150,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5710;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;17,2;;;;;;;;3,0;;;;;;240,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5711;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;17,2;;;;;;;;3,0;;;;;;240,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5712;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;17,2;;;;;;;;3,0;;;;;;240,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5713;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;17,2;;;;;;;;3,0;;;;;;240,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5714;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;17,2;;;;;;;;3,0;;;;;;240,0;;111,86;26,75;183,33;1,50;5,70;16,52;23,58;45,70;30,68;2511,78;18,21;117,80;33,03
5715;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;17,2;;;;;;;;3,0;;;;;;240,0;;130,26;46,62;286,67;3,35;6,40;35,73;28,95;45,07;25,98;1916,67;3,34;46,45;71,47
5716;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;15,3;;;;;;;;3,0;;;;;;240,0;;130,26;46,62;286,67;3,35;6,40;35,73;28,95;45,07;25,98;1916,67;3,34;46,45;71,47
5717;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;111,86;26,75;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;15,3;;;;;;;;3,0;;;;;;240,0;;112,15;30,35;180,00;1,18;6,68;16,40;36,10;41,90;21,95;2526,72;17,40;95,95;32,80
5718;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;130,26;46,62;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;15,3;;;;;;;;3,0;;;;;;240,0;;112,15;30,35;180,00;1,18;6,68;16,40;36,10;41,90;21,95;2526,72;17,40;95,95;32,80
5719;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;130,26;46,62;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;15,3;;;;;;;;3,0;;;;;;240,0;;118,52;31,28;154,50;1,33;6,63;13,45;5,30;49,13;45,57;2650,57;16,50;103,91;26,90
5720;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;112,15;30,35;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;7,6;;;;;;;;3,0;;;;;;240,0;;118,52;31,28;154,50;1,33;6,63;13,45;5,30;49,13;45,57;2650,57;16,50;103,91;26,90
5721;34;Huang Hong-ying_2013_Effects_Chinese;Database of Luncheng;;112,15;30,35;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,6;7,0;41,3;;;14,3;;;NUEagr;%;7,9;;;;;;;;3,0;;;;;;240,0;;118,52;31,28;154,50;1,33;6,63;13,45;5,30;49,13;45,57;2650,57;16,50;103,91;26,90
5722;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;118,52;31,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;26,6;;;;;;;;3,0;;;;;;195,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5723;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;118,52;31,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;24,5;;;;;;;;3,0;;;;;;195,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5724;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;118,52;31,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;27,8;;;;;;;;3,0;;;;;;195,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5725;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;195,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5726;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;26,7;;;;;;;;3,0;;;;;;195,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5727;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;24,2;;;;;;;;3,0;;;;;;195,0;;119,07;26,23;165,00;1,55;5,65;19,72;27,47;44,13;28,38;2707,18;18,76;131,09;39,43
5728;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;27,3;;;;;;;;3,0;;;;;;195,0;;119,07;26,23;165,00;1,55;5,65;19,72;27,47;44,13;28,38;2707,18;18,76;131,09;39,43
5729;34;Huang Jing-2012_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3,4;5,7;29,4;;;15,0;72,0;135,0;NUEagr;%;21,6;;;;;;;;3,0;;;;;;195,0;;119,07;26,23;165,00;1,55;5,65;19,72;27,47;44,13;28,38;2707,18;18,76;131,09;39,43
5730;34;Huang Li-mei_2010_Effects_Chinese;Database of Luncheng;;119,07;26,23;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;7,6;6,1;26,9;;;27,4;60,0;60,0;NUEagr;%;25,3;;;;;;;;3,0;;;;;;150,0;;119,07;26,23;165,00;1,55;5,65;19,72;27,47;44,13;28,38;2707,18;18,76;131,09;39,43
5731;34;Huang Li-mei_2010_Effects_Chinese;Database of Luncheng;;119,07;26,23;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;7,6;6,1;26,9;;;27,4;60,0;60,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;150,0;;120,47;31,30;161,17;1,51;6,98;16,28;14,50;53,95;31,55;2569,83;16,51;105,11;32,57
5732;34;Li Fang-Min_2014_Influence_China;Database of Luncheng;;119,07;26,23;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;6,7;26,1;;;12,0;67,5;135,0;NUEagr;%;57,4;;;;;;;;3,0;;;;;;135,0;;120,47;31,30;161,17;1,51;6,98;16,28;14,50;53,95;31,55;2569,83;16,51;105,11;32,57
5733;34;Li Fang-Min_2014_Influence_China;Database of Luncheng;;119,07;26,23;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;6,7;26,1;;;12,0;67,5;135,0;NUEagr;%;57,4;;;;;;;;3,0;;;;;;135,0;;120,47;31,30;161,17;1,51;6,98;16,28;14,50;53,95;31,55;2569,83;16,51;105,11;32,57
5734;34;Li Min_2012_Effect_Chinese;Database of Luncheng;;120,47;31,30;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,5;6,7;45,3;;;12,1;90,0;100,0;NUEagr;%;24,4;;;;;;;;3,0;;;;;;270,0;;106,28;38,11;158,33;1,34;8,28;7,70;26,65;47,02;26,33;2699,43;9,76;19,18;15,40
5735;34;Li Min_2012_Effect_Chinese;Database of Luncheng;;120,47;31,30;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,5;6,7;45,3;;;12,1;90,0;100,0;NUEagr;%;29,6;;;;;;;;3,0;;;;;;270,0;;106,28;38,11;158,33;1,34;8,28;7,70;26,65;47,02;26,33;2699,43;9,76;19,18;15,40
5736;34;Li Min_2012_Effect_Chinese;Database of Luncheng;;120,47;31,30;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,5;6,7;45,3;;;12,1;90,0;100,0;NUEagr;%;29,6;;;;;;;;3,0;;;;;;270,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5737;34;Li Yun-chun_2014_Effecrs_Chinese;Database of Luncheng;;106,28;38,11;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;90,0;90,0;NUEagr;%;22,1;;;;;;;;3,0;;;;;;150,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5738;34;Li Yun-chun_2014_Effecrs_Chinese;Database of Luncheng;;106,28;38,11;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;90,0;90,0;NUEagr;%;51,9;;;;;;;;3,0;;;;;;75,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5739;34;Li Yun-chun_2014_Effecrs_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;90,0;90,0;NUEagr;%;51,9;;;;;;;;3,0;;;;;;112,5;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5740;34;Li Yun-chun_2014_Effecrs_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;90,0;90,0;NUEagr;%;51,9;;;;;;;;3,0;;;;;;150,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5741;34;Li Yun-chun_2014_Effecrs_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;6,7;21,5;;;10,8;90,0;90,0;NUEagr;%;52,4;;;;;;;;3,0;;;;;;150,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5742;34;Lin Cheng_2011_Effect_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;6,0;26,7;;;12,6;54,0;94,5;NUEagr;%;30,0;;;;;;;;3,0;;;;;;135,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5743;34;Lin Cheng_2011_Effect_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;6,0;26,7;;;12,6;54,0;94,5;NUEagr;%;30,0;;;;;;;;3,0;;;;;;135,0;;126,88;46,95;241,17;2,16;6,50;26,90;25,50;46,50;27,98;2234,77;3,83;43,05;53,80
5744;34;Lin Cheng_2011_Effect_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;6,0;26,7;;;12,6;54,0;94,5;NUEagr;%;30,0;;;;;;;;3,0;;;;;;135,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5745;34;Lin Cheng_2011_Effect_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;6,0;26,7;;;12,6;54,0;94,5;NUEagr;%;30,0;;;;;;;;3,0;;;;;;135,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5746;34;Liu Cai-ling_2011_Studies_Chinese;Database of Luncheng;;126,88;46,95;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,5;31,8;;;15,2;75,0;75,0;NUEagr;%;23,0;;;;;;;;4,0;;;;;;215,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5747;34;Liu Cai-ling_2011_Studies_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,5;31,8;;;15,2;90,0;75,0;NUEagr;%;23,0;;;;;;;;4,0;;;;;;215,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5748;34;Liu Cai-ling_2011_Studies_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,5;31,8;;;15,2;75,0;75,0;NUEagr;%;19,0;;;;;;;;4,0;;;;;;180,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5749;34;Liu Ru-liang_2012_Effects_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,3;8,4;27,4;;;13,2;90,0;90,0;NUEagr;%;56,3;;;;;;;;3,0;;;;;;80,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5750;34;Liu Ru-liang_2012_Effects_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,3;8,4;27,4;;;13,2;90,0;90,0;NUEagr;%;57,0;;;;;;;;3,0;;;;;;80,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5751;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;32,5;;;;;;;;3,0;;;;;;150,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
5752;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;32,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5753;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;32,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5754;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;120,90;31,60;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;32,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5755;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;112,44;28,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;35,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5756;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;112,44;28,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;35,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5757;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;112,44;28,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;35,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5758;34;Liu Zhong-xin_2009_Effect_Chinese;Database of Luncheng;;112,44;28,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,7;6,7;29,6;;;19,0;75,0;45,0;NUEagr;%;35,5;;;;;;;;3,0;;;;;;150,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5759;34;Lu Qiang_2014_Effecr_Chinese;Database of Luncheng;;112,44;28,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;7,5;25,0;;;15,2;95,0;100,0;NUEagr;%;35,9;;;1,6;;;;;4,0;;;;;;240,0;;112,44;28,20;181,17;1,38;6,05;15,77;25,13;40,67;34,20;2481,03;17,07;116,15;31,53
5760;34;Lu Qiang_2014_Effecr_Chinese;Database of Luncheng;;112,44;28,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;7,5;25,0;;;15,2;95,0;100,0;NUEagr;%;35,9;;;1,6;;;;;4,0;;;;;;240,0;;120,90;31,60;148,33;2,29;7,22;16,67;11,90;59,45;28,63;2574,43;16,01;97,02;33,33
