id,obs_no,no,studynr,country,x,y,year,n_fert_min,n_fert_man,n_place,n_source,n_time_splits,n_res,nue_value,nrep,sd_nue,n_dose,crop_type,depth,p_dose,k_dose,som,ph,clay,ntot,pre_mean,pre_sd,tmp_mean,tmp_sd,pot_eva,pet_sd,genzname,genz,gens,depntot,xcec,xclay,xntot,xph,xsand,xsilt,xsoc,xsom
1,1,1,1072,Spain,-3.32,40.32,2004,160,,broadcasted,inorganic,0,0,158.125,3,18.2435672348079,160,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,2,1,1072,Spain,-3.32,40.32,2004,160,,broadcasted,efficiency,0,0,161.875,3,21.8534340903903,160,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,3,1,1072,Spain,-3.32,40.32,2004,200,,broadcasted,inorganic,0,0,145,3,16.3478199599794,200,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,4,1,1072,Spain,-3.32,40.32,2004,200,,broadcasted,efficiency,0,0,148,3,18.2660252164232,200,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,5,1,1072,Spain,-3.32,40.32,2005,220,,broadcasted,inorganic,0,0,102.272727272727,3,11.9629353770002,220,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,6,1,1072,Spain,-3.32,40.32,2005,220,,broadcasted,efficiency,0,0,106.363636363636,3,11.5134032310902,220,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,7,1,1072,Spain,-3.32,40.32,2005,260,,broadcasted,inorganic,0,0,93.4615384615385,3,11.8640552221358,260,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
1,8,1,1072,Spain,-3.32,40.32,2005,260,,broadcasted,efficiency,0,0,98.8461538461539,3,9.80630216333321,260,maize,20,,,14,8.1,13.8,,414.575867398289,27.672798670667,14.8066094730092,6.83749947083141,1190.76008061482,1.95929537338722,K. Warm temperate and mesic,K,K4,10.7482641601562,231.833333333333,26.6666666666667,1.27,7.73333333333333,30.5333333333333,42.7333333333333,15.1666666666667,30.3333333333333
2,9,2,1153,USA,-104.98,40.65,2007,246,,broadcasted,inorganic,0,0,69.1056910569106,3,7.96151007603971,246,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,10,2,1153,USA,-104.98,40.65,2007,246,,broadcasted,efficiency,0,0,65.4471544715447,3,9.81508586455131,246,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,11,2,1153,USA,-104.98,40.65,2007,246,,broadcasted,inorganic,0,0,63.4146341463415,3,8.28024381976139,246,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,12,2,1153,USA,-104.98,40.65,2007,246,,broadcasted,efficiency,0,0,61.3821138211382,3,7.87131616234781,246,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,13,2,1153,USA,-104.98,40.65,2008,202,,broadcasted,inorganic,0,0,59.9009900990099,3,7.78925368223443,202,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,14,2,1153,USA,-104.98,40.65,2008,202,,broadcasted,efficiency,0,0,54.4554455445545,3,6.18179818415979,202,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,15,2,1153,USA,-104.98,40.65,2008,202,,broadcasted,inorganic,0,0,56.9306930693069,3,7.65872619090219,202,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
2,16,2,1153,USA,-104.98,40.65,2008,202,,broadcasted,efficiency,0,0,62.3762376237624,3,7.67982449288443,202,maize,15,,,25,7.6,33.3,,397.537937626757,26.678816067351,9.20977027273212,8.48968651119401,1254.94973658745,1.63781126450918,H. Cool temperate and dry,H,H7,5.23560241699219,177.666666666667,26.2,1.36333333333333,7.65,43.5833333333333,30.2166666666667,10.4666666666667,20.9333333333333
3,17,3,1412,Spain,-3.28,40.53,2009,250,,broadcasted,inorganic,0,0,58.8,3,7.81137575766294,250,maize,28,50,50,16.4,7.9,28,,456.441387497146,29.2175394334401,13.8364944978692,6.67750902944886,1161.70691833243,1.9424104893162,K. Warm temperate and mesic,K,K9,9.96947326660156,248.166666666667,29.6333333333333,1.245,7.7,25.45,44.8666666666667,13.6833333333333,27.3666666666667
3,18,3,1412,Spain,-3.28,40.53,2009,250,,broadcasted,efficiency,0,0,69.6,3,7.78055725210209,250,maize,28,50,50,16.4,7.9,28,,456.441387497146,29.2175394334401,13.8364944978692,6.67750902944886,1161.70691833243,1.9424104893162,K. Warm temperate and mesic,K,K9,9.96947326660156,248.166666666667,29.6333333333333,1.245,7.7,25.45,44.8666666666667,13.6833333333333,27.3666666666667
3,19,3,1412,Spain,-3.28,40.53,2009,250,,broadcasted,efficiency,0,0,69.6,3,8.77797976822473,250,maize,28,50,50,16.4,7.9,28,,456.441387497146,29.2175394334401,13.8364944978692,6.67750902944886,1161.70691833243,1.9424104893162,K. Warm temperate and mesic,K,K9,9.96947326660156,248.166666666667,29.6333333333333,1.245,7.7,25.45,44.8666666666667,13.6833333333333,27.3666666666667
4,20,4,1487,USA,-93.07,44.75,2008,150,,broadcasted,inorganic,0,0,111.333333333333,3,8.71338242985226,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,21,4,1487,USA,-93.07,44.75,2008,150,,broadcasted,efficiency,0,0,101.333333333333,3,12.9046779112125,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,22,4,1487,USA,-93.07,44.75,2008,150,,broadcasted,efficiency,0,0,113.333333333333,3,13.6928137413944,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,23,4,1487,USA,-93.07,44.75,2009,150,,broadcasted,inorganic,0,0,122.666666666667,3,20.2308926601013,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,24,4,1487,USA,-93.07,44.75,2009,150,,broadcasted,efficiency,0,0,105.333333333333,3,17.3357270835265,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,25,4,1487,USA,-93.07,44.75,2009,150,,broadcasted,efficiency,0,0,128.666666666667,3,20.7367937975406,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,26,4,1487,USA,-93.07,44.75,2010,150,,broadcasted,inorganic,0,0,160.666666666667,3,12.2237876343731,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,27,4,1487,USA,-93.07,44.75,2010,150,,broadcasted,efficiency,0,0,161.333333333333,3,9.19484224636592,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
4,28,4,1487,USA,-93.07,44.75,2010,150,,broadcasted,efficiency,0,0,150,3,11.6468416380245,150,maize,20,9,4.5,56,,23,,812.10346229323,46.0235353786842,7.82528749744183,11.4567975840517,925.925303326128,1.62596832302454,H. Cool temperate and dry,H,H9,11.3285864257813,181.333333333333,19.3166666666667,3.04166666666667,6.05,50.7666666666667,29.9333333333333,21.55,43.1
5,29,5,1399,USA,-91.27,33.8,2011,157,,broadcasted,efficiency,2,0,173.248407643312,4,21.9939455549475,157,maize,30,,,22,6.3,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,30,5,1399,USA,-91.27,33.8,2011,157,,broadcasted,efficiency,3,0,170.700636942675,4,24.0787671508658,157,maize,30,,,22,6.3,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,31,5,1399,USA,-91.27,33.8,2011,235,,broadcasted,efficiency,2,0,125.531914893617,4,16.0042156013475,235,maize,30,,,22,6.3,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,32,5,1399,USA,-91.27,33.8,2011,235,,broadcasted,efficiency,3,0,120.425531914894,4,17.289019893696,235,maize,30,,,22,6.3,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,33,5,1399,USA,-91.27,33.8,2012,157,,broadcasted,efficiency,2,0,129.299363057325,4,18.7899789796635,157,maize,30,,,18.1,6.8,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,34,5,1399,USA,-91.27,33.8,2012,157,,broadcasted,efficiency,3,0,138.216560509554,4,20.6350872359658,157,maize,30,,,18.1,6.8,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,35,5,1399,USA,-91.27,33.8,2012,235,,broadcasted,efficiency,2,0,124.255319148936,4,18.7723031423802,235,maize,30,,,18.1,6.8,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
5,36,5,1399,USA,-91.27,33.8,2012,235,,broadcasted,efficiency,3,0,122.553191489362,4,16.0657466910157,235,maize,30,,,18.1,6.8,,,1314.6896774851,56.0232068562172,17.6747129412218,7.99776953096342,1213.41525095932,1.38716056635341,N. Hot and dry,N,N2,9.9914453125,280.666666666667,30.9666666666667,1.555,5.91666666666667,16.1666666666667,52.8666666666667,10.9666666666667,21.9333333333333
6,37,6,1335,USA,-101.42,48.3,2014/2015,155,,broadcasted,inorganic,1,0,139.354838709677,6,26.9924811208484,155,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,38,6,1335,USA,-101.42,48.3,2014/2015,200,,broadcasted,inorganic,1,0,114.9,6,18.833712082048,200,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,39,6,1335,USA,-101.42,48.3,2014/2015,200,,broadcasted,inorganic,2,0,124.35,6,15.3896427022699,200,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,40,6,1335,USA,-101.42,48.3,2014/2015,245,,broadcasted,inorganic,1,0,102.285714285714,6,14.3963561813412,245,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,41,6,1335,USA,-101.42,48.3,2014/2015,245,,broadcasted,inorganic,2,0,96.2040816326531,6,15.1481617095282,245,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,42,6,1335,USA,-101.42,48.3,2016,110,,broadcasted,inorganic,1,0,143.545454545455,6,30.3889867862973,110,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,43,6,1335,USA,-101.42,48.3,2016,155,,broadcasted,inorganic,1,0,115.612903225806,6,14.5333425343513,155,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,44,6,1335,USA,-101.42,48.3,2016,155,,broadcasted,inorganic,2,0,124.774193548387,6,27.4322956360252,155,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,45,6,1335,USA,-101.42,48.3,2016,200,,broadcasted,inorganic,1,0,88.15,6,22.870531737976,200,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,46,6,1335,USA,-101.42,48.3,2016,200,,broadcasted,inorganic,2,0,103.1,6,22.616790584938,200,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,47,6,1335,USA,-101.42,48.3,2016,245,,broadcasted,inorganic,1,0,75.1020408163265,6,16.1189737551499,245,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
6,48,6,1335,USA,-101.42,48.3,2016,245,,broadcasted,inorganic,2,0,90.6530612244898,6,18.2436097566265,245,maize,20,,,17,6.3,,,486.024147526971,27.2774292747351,4.23505753287296,12.1675543143469,814.012945281963,1.78074331804344,H. Cool temperate and dry,H,H4,7.08231811523438,213.166666666667,31.5333333333333,2.52666666666667,7.26666666666667,34.5666666666667,33.95,28.2666666666667,56.5333333333333
7,49,7,1225,Kenya,41.55,-8.58,2015-2016,80,,broadcasted,inorganic,0,0,110,3,16.8332430351029,80,maize,30,,,44,4.7,,,,,,,,,,,,1.38633056640625,0,0,0,0,0,0,0,0
7,50,7,1225,Kenya,41.55,-8.58,2015-2016,120,,broadcasted,inorganic,0,0,76.6666666666667,3,9.06993894682033,120,maize,30,,,44,4.7,,,,,,,,,,,,1.38633056640625,0,0,0,0,0,0,0,0
7,51,7,1225,Kenya,41.55,-8.58,2015-2016,80,,broadcasted,inorganic,1,0,153.75,3,22.1030830886548,80,maize,30,,,44,4.7,,,,,,,,,,,,1.38633056640625,0,0,0,0,0,0,0,0
7,52,7,1225,Kenya,41.55,-8.58,2015-2016,80,,broadcasted,inorganic,2,0,180,3,26.8414132037631,80,maize,30,,,44,4.7,,,,,,,,,,,,1.38633056640625,0,0,0,0,0,0,0,0
7,53,7,1225,Kenya,41.55,-8.58,2015-2016,80,,broadcasted,inorganic,2,0,172.5,3,27.8925791140663,80,maize,30,,,44,4.7,,,,,,,,,,,,1.38633056640625,0,0,0,0,0,0,0,0
7,54,7,1225,Kenya,41.55,-8.58,2015-2016,80,,broadcasted,inorganic,2,0,151.25,3,16.8097162051496,80,maize,30,,,44,4.7,,,,,,,,,,,,1.38633056640625,0,0,0,0,0,0,0,0
8,55,8,1563,China,115,36.9,2013,114.1,,broadcasted,inorganic,0,0,166.345311130587,4,8.32943389187786,114.1,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,56,8,1563,China,115,36.9,2013,163,,broadcasted,inorganic,0,0,140.245398773006,4,11.6542282387871,163,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,57,8,1563,China,115,36.9,2013,211.9,,broadcasted,inorganic,0,0,109.863142991977,4,11.4933006425127,211.9,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,58,8,1563,China,115,36.9,2013,250,,broadcasted,inorganic,0,0,89.08,4,6.74092663796115,250,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,59,8,1563,China,115,36.9,2014,121.8,,broadcasted,inorganic,0,0,162.47947454844,4,10.4655748733758,121.8,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,60,8,1563,China,115,36.9,2014,174,,broadcasted,inorganic,0,0,131.264367816092,4,5.73463318262995,174,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,61,8,1563,China,115,36.9,2014,226.2,,broadcasted,inorganic,0,0,105.349248452697,4,11.7956703352924,226.2,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
8,62,8,1563,China,115,36.9,2014,250,,broadcasted,inorganic,0,0,90.88,4,9.35940278864034,250,maize,30,,,14.2,8.3,,,573.431043938573,58.5936104545039,14.7451152100774,10.0094743156359,1110.94254747804,1.50323006332132,K. Warm temperate and mesic,K,K4,33.608779296875,215.5,20.6166666666667,0.941666666666667,7.98333333333333,39.9333333333333,39.45,6.71666666666667,13.4333333333333
9,63,9,1483,Netherlands,6.1,52.63,2001,75,0,broadcasted,inorganic,0,0,237.333333333333,3,17.1288455092093,75,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,64,9,1483,Netherlands,6.1,52.63,2001,113,0,broadcasted,inorganic,0,0,172.566371681416,3,5.59415877731469,113,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,65,9,1483,Netherlands,6.1,52.63,2001,150,0,broadcasted,inorganic,0,0,137.333333333333,3,6.63325219364605,150,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,66,9,1483,Netherlands,6.1,52.63,2001,188,0,broadcasted,inorganic,0,0,109.574468085106,3,0.639889561520475,188,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,67,9,1483,Netherlands,6.1,52.63,2001,0,104,broadcasted,manure,0,0,175,3,3.9689208981357,104,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,68,9,1483,Netherlands,6.1,52.63,2001,0,156,broadcasted,manure,0,0,126.282051282051,3,3.03761451545729,156,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,69,9,1483,Netherlands,6.1,52.63,2001,0,209,broadcasted,manure,0,0,101.913875598086,3,8.47267844375126,209,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
9,70,9,1483,Netherlands,6.1,52.63,2001,0,261,broadcasted,manure,0,0,86.9731800766284,3,0.943983645529286,261,maize,30,,,40,,20,,811.355185689597,31.4980886023106,10.0281610973393,5.51510487579929,612.318975516734,1.16268246095086,J. Cool temperate and moist,J,J3,19.2982727050781,254.833333333333,27.7333333333333,6.36833333333333,5.98333333333333,43.05,29.1833333333333,64.0111111111111,128.022222222222
