obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl
4685;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;37;;;;;;;;3;;;;;;180
4686;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;37;;;;;;;;3;;;;;;180
4687;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;39;;;;;;;;3;;;;;;180
4688;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;39;;;;;;;;3;;;;;;180
4689;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;39;;;;;;;;3;;;;;;180
4690;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;38;;;;;;;;3;;;;;;180
4691;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;38;;;;;;;;3;;;;;;180
4692;34;Xue Lihong_2014_Maintaining;Database of Luncheng;;120,1;31,51;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;;;NUEagr;%;38;;;;;;;;3;;;;;;180
4693;34;Uu Mei_2015_Effects_Chinese;Database of Luncheng;;114,9;28,54;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;5,9;28,7;;;13,7;;;NUEagr;%;30,8;;;;;;;;4;;;;;;165
4694;34;Uu Mei_2015_Effects_Chinese;Database of Luncheng;;114,9;28,54;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;5,9;28,7;;;13,7;;;NUEagr;%;30,8;;;;;;;;4;;;;;;139
4695;34;Uu Mei_2015_Effects_Chinese;Database of Luncheng;;114,9;28,54;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;5,9;28,7;;;13,7;;;NUEagr;%;36,8;;;;;;;;4;;;;;;195
4696;34;Uu Mei_2015_Effects_Chinese;Database of Luncheng;;114,9;28,54;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,4;5,9;28,7;;;13,7;;;NUEagr;%;36,8;;;;;;;;4;;;;;;164
4697;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;28,7;;;;;;;;3;;;;;;142,5
4698;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;28,7;;;;;;;;3;;;;;;142,5
4699;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;28,7;;;;;;;;3;;;;;;142,5
4700;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;28,7;;;;;;;;3;;;;;;142,5
4701;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;28,7;;;;;;;;3;;;;;;142,5
4702;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;28,7;;;;;;;;3;;;;;;142,5
4703;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;34,9;;;;;;;;3;;;;;;150
4704;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;34,9;;;;;;;;3;;;;;;150
4705;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;34,9;;;;;;;;3;;;;;;150
4706;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;34,9;;;;;;;;3;;;;;;150
4707;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;34,9;;;;;;;;3;;;;;;150
4708;34;Zhang Yuping_2012_Effects_Chinese;Database of Luncheng;;112,85;28,73;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;5,9;28,5;;;13,1;;;NUEagr;%;34,9;;;;;;;;3;;;;;;150
4709;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;34,8;;;;;;;;3;;;;;;180
4710;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;34,8;;;;;;;;3;;;;;;180
4711;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;34,8;;;;;;;;3;;;;;;180
4712;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;34,8;;;;;;;;3;;;;;;180
4713;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;38,5;;;;;;;;3;;;;;;180
4714;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;38,5;;;;;;;;3;;;;;;180
4715;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;34;;;;;;;;3;;;;;;180
4716;34;Zheng Fengxia_2017_Effects_Chinese;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;150;150;NUEagr;%;34;;;;;;;;3;;;;;;180
4717;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4718;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4719;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4720;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4721;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4722;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4723;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4724;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4725;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4726;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4727;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4728;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;47,2;;;0,8;;;;;3;;;;;;225
4729;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;29,3;;;4,2;;;;;3;;;;;;450
4730;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;29,3;;;4,2;;;;;3;;;;;;450
4731;34;Li Yanqing_2016_Study_Chinese;Database of Luncheng;;116,63;37,28;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;22,6;;;7,4;;;NUEagr;%;29,3;;;4,2;;;;;3;;;;;;450
4732;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4733;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4734;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4735;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4736;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4737;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4738;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4739;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;15,5;;;2,5;;;;;3;;;;;;120
4740;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,3;;;2,1;;;;;3;;;;;;180
4741;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,3;;;2,1;;;;;3;;;;;;180
4742;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,3;;;2,1;;;;;3;;;;;;180
4743;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,3;;;2,1;;;;;3;;;;;;180
4744;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,8;;;2,1;;;;;3;;;;;;225
4745;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,8;;;2,1;;;;;3;;;;;;225
4746;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,8;;;2,1;;;;;3;;;;;;225
4747;34;Lang Xiaofeng_2008_Effects_Chinese;Database of Luncheng;;118,78;32,68;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,9;7,4;36,2;;;9,9;;;NUEagr;%;16,8;;;2,1;;;;;3;;;;;;225
4748;34;Liu Hai_2010_Influence_Chinese;Database of Luncheng;;107,29;30,72;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3;6,8;25,1;;;16,7;;;NUEagr;%;48,7;;;;;;;;3;;;;;;120,1
4749;34;Liu Hai_2010_Influence_Chinese;Database of Luncheng;;107,29;30,72;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3;6,8;25,1;;;16,7;;;NUEagr;%;48,7;;;;;;;;3;;;;;;115,6
4750;34;Liu Hai_2010_Influence_Chinese;Database of Luncheng;;107,29;30,72;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;3;6,8;25,1;;;16,7;;;NUEagr;%;48,7;;;;;;;;3;;;;;;115,7
4751;34;Liu Hai_2010_Influence_Chinese;Database of Luncheng;;107,29;30,72;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3;6,8;25,1;;;16,7;;;NUEagr;%;51,6;;;;;;;;3;;;;;;240,1
4752;34;Yang Xiaomei_2014_Effects_Chinese;Database of Luncheng;;114,1;37,12;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2;7,3;15,8;;;9,3;;;NUEagr;%;38,6;;;5,1;;;;;3;;;;;;250
4753;34;Yang Xiaomei_2014_Effects_Chinese;Database of Luncheng;;114,1;37,12;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2;7,3;15,8;;;9,3;;;NUEagr;%;38,6;;;5,1;;;;;3;;;;;;250
4754;34;Yang Xiaomei_2014_Effects_Chinese;Database of Luncheng;;114,1;37,12;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2;7,3;15,8;;;9,3;;;NUEagr;%;38,6;;;5,1;;;;;3;;;;;;250
4755;34;Yang Xiaomei_2014_Effects_Chinese;Database of Luncheng;;114,1;37,12;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2;7,3;15,8;;;9,3;;;NUEagr;%;38,6;;;5,1;;;;;3;;;;;;250
4756;34;Wang Qiujun_2009_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;7,5;25;;;15,2;55;100;NUEagr;%;36,1;;;;;;;;3;;;;;;162
4757;34;Wang Qiujun_2009_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;7,5;25;;;15,2;55;100;NUEagr;%;36,1;;;;;;;;3;;;;;;162
4758;34;Wang Qiujun_2009_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;7,5;25;;;15,2;55;100;NUEagr;%;36,1;;;;;;;;3;;;;;;162
4759;34;Wang Qiujun_2012_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;7,5;25;;;15,2;126;144;NUEagr;%;33,7;;;;;;;;3;;;;;;180
4760;34;Wang Qiujun_2012_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;7,5;25;;;15,2;126;144;NUEagr;%;34,5;;;;;;;;3;;;;;;180
4761;34;Wang Qiujun_2012_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;7,5;25;;;15,2;126;144;NUEagr;%;35,8;;;;;;;;3;;;;;;180
4762;34;Wang Qiujun_2012_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;7,5;25;;;15,2;126;144;NUEagr;%;33,8;;;;;;;;3;;;;;;180
4763;34;Wang Qiujun_2012_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;7,5;25;;;15,2;126;144;NUEagr;%;35,5;;;;;;;;3;;;;;;180
4764;34;Wang Qiujun_2012_Effects_Chinese;Database of Luncheng;;120,91;31,59;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,8;7,5;25;;;15,2;126;144;NUEagr;%;36,9;;;;;;;;3;;;;;;180
4765;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;84;;;;;;;;3;;;;;;45
4766;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;95,5;;;;;;;;3;;;;;;120
4767;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;67,2;;;;;;;;3;;;;;;240
4768;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;80,3;;;;;;;;3;;;;;;90
4769;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;67,2;;;;;;;;3;;;;;;240
4770;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;80,9;;;;;;;;3;;;;;;45
4771;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;74,3;;;;;;;;3;;;;;;120
4772;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;45,3;;;;;;;;3;;;;;;240
4773;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;81,7;;;;;;;;3;;;;;;90
4774;34;Sun Wenyan_2013_Effects_Chinese;Database of Luncheng;;116,95;37,59;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8;29,3;;;7,5;;;NUEagr;%;45,3;;;;;;;;3;;;;;;240
4775;34;Yu Yingqiong_2011_Nitrogen_Chinese;Database of Luncheng;;120,1;31,52;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;65;90;NUEagr;%;41,7;;;;;;;;3;;;;;;180
4776;34;Yu Yingqiong_2011_Nitrogen_Chinese;Database of Luncheng;;120,1;31,52;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;65;90;NUEagr;%;41,7;;;;;;;;3;;;;;;180
4777;34;Yu Yingqiong_2011_Nitrogen_Chinese;Database of Luncheng;;120,1;31,52;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;65;90;NUEagr;%;41,7;;;;;;;;3;;;;;;180
4778;34;Yu Yingqiong_2011_Nitrogen_Chinese;Database of Luncheng;;120,1;31,52;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,9;7,1;31,3;;;15;65;90;NUEagr;%;41,7;;;;;;;;3;;;;;;180
4779;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;54;;;;;;;;2;;;;;;180
4780;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;59;;;;;;;;2;;;;;;90
4781;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;40;;;;;;;;2;;;;;;180
4782;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;41;;;;;;;;2;;;;;;90
4783;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;63;;;;;;;;2;;;;;;180
4784;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;71;;;;;;;;2;;;;;;90
4785;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;32;;;;;;;;2;;;;;;180
4786;34;Gu Liming_2016_Lysimeter;Database of Luncheng;;117,15;36,15;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,3;25,8;;;7,4;;;NUEagr;%;42;;;;;;;;2;;;;;;90
4787;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;111,9;26,8;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;5,7;32,7;;;13,1;;;NUEagr;%;31;;;;;;;;3;;;;;;190
4788;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;111,9;26,8;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;2,8;5,7;32,7;;;13,1;;;NUEagr;%;31;;;;;;;;3;;;;;;190
4789;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;108;34,29;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,8;28,1;;;8,6;;;NUEagr;%;59;;;;;;;;3;;;;;;165
4790;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;108;34,29;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;7,8;28,1;;;8,6;;;NUEagr;%;59;;;;;;;;3;;;;;;165
4791;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;113,71;34,8;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;8;19,9;;;7,8;;;NUEagr;%;55;;;;;;;;3;;;;;;165
4792;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;113,71;34,8;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,5;8;19,9;;;7,8;;;NUEagr;%;55;;;;;;;;3;;;;;;165
4793;34;Duan Yinghua_2014_Nitrogen;Database of Luncheng;;116,18;40,14;;;;;;;;;;;;;;;;;;;;wheat;;;;;;;;;;;1,8;7,9;20;;;8,8;;;NUEagr;%;49;;;;;;;;3;;;;;;150
